rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,text
rec-1422-dup-0,sophie,dietrich,4,seafor h vlge,gatton street,deer park,3073,qld,19120317,3447444,sophie dietrich seafor h vlge gatton street deer park 3073 qld 19120317
rec-472-org,nicole,needham,5,kooringal,little laura,coochiemudlo island,4670,vic,19560504,8844332,nicole needham kooringal little laura coochiemudlo island 4670 vic 19560504
rec-1849-org,brinley,royans,51,,heidsvale,hurlstone park,2067,nsw,19510601,4570788,brinley royans  heidsvale hurlstone park 2067 nsw 19510601
rec-1624-dup-0,kirra,trualove,,epacrisplace,sunnyfiew,,4500,wa,19070603,7140227,kirra trualove epacrisplace sunnyfiew  4500 wa 19070603
rec-456-dup-1,joshua,green,17,lypiatt,maddock place,edgecliff,6244,qld,19790110,4331997,joshua green lypiatt maddock place edgecliff 6244 qld 19790110
rec-806-org,hayden,hage,10,medworth crescent,nioka,hawthorn,7025,nsw,19361119,5210120,hayden hage medworth crescent nioka hawthorn 7025 nsw 19361119
rec-589-org,isaac,pomfrett,8,dethridge street,our folly,ivanhoe,2444,nsw,19940414,6299237,isaac pomfrett dethridge street our folly ivanhoe 2444 nsw 19940414
rec-399-dup-0,caleb,kennaway,41,challinorcrescent,,minim,7310,nsw,19690622,9192540,caleb kennaway challinorcrescent  minim 7310 nsw 19690622
rec-1061-org,brodie,coulson,21,kirwan circuit,mason street,monto,6076,nsw,19220722,3079148,brodie coulson kirwan circuit mason street monto 6076 nsw 19220722
rec-994-org,bailee,droegemueller,22,adamson crescent,montessa heights,williamstown,2101,nsw,19400606,5278611,bailee droegemueller adamson crescent montessa heights williamstown 2101 nsw 19400606
rec-1850-org,aidan,blackwell,24,eddy crescent,crosshills,white patch,2121,vic,19980911,5406026,aidan blackwell eddy crescent crosshills white patch 2121 vic 19980911
rec-1134-dup-1,leez,zogopoulos,61,woronorastreet,tourist park,coombabah,6107,nsw,19651015,3239855,leez zogopoulos woronorastreet tourist park coombabah 6107 nsw 19651015
rec-162-org,kane,teague,261,fox place,,atherton,2250,,19730311,1712971,kane teague fox place  atherton 2250  19730311
rec-645-dup-1,lily,hxo,495,mccabe crescent,applecottage,bellevue hill,2759,qld,,8123343,lily hxo mccabe crescent applecottage bellevue hill 2759 qld 
rec-740-org,charles,orchard,350,perry drive,walmarie,mooloolaba,4551,nsw,19581007,5130911,charles orchard perry drive walmarie mooloolaba 4551 nsw 19581007
rec-378-dup-0,roy,royle,2560,endeavour street,lake kennedy street,cowell,2580,nsw,19250529,3753401,roy royle endeavour street lake kennedy street cowell 2580 nsw 19250529
rec-1769-dup-3,sarh,,48,sadlier street,berkeley village,,2263,vic,19310728,9902353,sarh  sadlier street berkeley village  2263 vic 19310728
rec-553-org,shai,ang,7,buckley circuit,,toowoomba,6027,nsw,19770121,8352082,shai ang buckley circuit  toowoomba 6027 nsw 19770121
rec-424-org,jessica,clarke,53,spofforth street,wombat hill,south melbourne,2122,qld,19450428,3942094,jessica clarke spofforth street wombat hill south melbourne 2122 qld 19450428
rec-1779-dup-2,cameron,cordingley,12,waite strqeet,summe hill,co lac,5230,nsw,19700430,5765191,cameron cordingley waite strqeet summe hill co lac 5230 nsw 19700430
rec-235-org,callum,arbuckle,11,crozier circuit,belmore river,geographe,4555,nsw,19010927,1975419,callum arbuckle crozier circuit belmore river geographe 4555 nsw 19010927
rec-1365-dup-1,tara,abourjeili,5,ellerston avenue,southern cross,attwood,3044,vic,19551019,8381808,tara abourjeili ellerston avenue southern cross attwood 3044 vic 19551019
rec-1676-org,brianna,berry,69,bosworth circuit,table top,mooroolbark,6169,qld,19190207,8114973,brianna berry bosworth circuit table top mooroolbark 6169 qld 19190207
rec-873-org,danielle,fleet,26,watterson place,sect 1488,elsternwick,2450,nsw,19660616,7967457,danielle fleet watterson place sect 1488 elsternwick 2450 nsw 19660616
rec-1426-dup-0,faull,jessia,10,paul coe crescent,gainsbury (cnr wavdegrove r road,noble park,2844,sa,19780327,7914821,faull jessia paul coe crescent gainsbury (cnr wavdegrove r road noble park 2844 sa 19780327
rec-1170-org,noah,,10,mackellar crescent,elston,eumundi,2041,wa,19420106,7557625,noah  mackellar crescent elston eumundi 2041 wa 19420106
rec-618-dup-0,isabella,hendricks,86,colborne lace,dog rock shopp ing centre,northr yde,2000,nsw,19770129,9899655,isabella hendricks colborne lace dog rock shopp ing centre northr yde 2000 nsw 19770129
rec-1521-dup-0,,boyle,10,bremer street,lochnabrae,lake acthie,4111,qld,19481020,3706521, boyle bremer street lochnabrae lake acthie 4111 qld 19481020
rec-1541-dup-0,gillafd,kirrha,2,pasley place,mermaid plaza dental cetre (cnr gold co,biggera waters,4852,vic,19140212,6828869,gillafd kirrha pasley place mermaid plaza dental cetre (cnr gold co biggera waters 4852 vic 19140212
rec-1842-dup-4,breony,dixon,39,phillip avnue,,kellyville,4224,vic,19351022,7462490,breony dixon phillip avnue  kellyville 4224 vic 19351022
rec-1130-dup-1,noah,sounmness,18,leist street,moondani,seaforth,0832,nsw,19900129,6693616,noah sounmness leist street moondani seaforth 0832 nsw 19900129
rec-1479-org,luke,marshman,52,sangster place,willyaroo street,albion park,4220,wa,19711012,3259489,luke marshman sangster place willyaroo street albion park 4220 wa 19711012
rec-626-dup-1,kaitlyn,pizanais,8,sheaffe street,,kempscreek,2520,nsw,19131205,4026380,kaitlyn pizanais sheaffe street  kempscreek 2520 nsw 19131205
rec-260-dup-2,morrison,rob inq,87,markhamstreet,balmain cove,broadmeadows,6196,vic,19250124,8539119,morrison rob inq markhamstreet balmain cove broadmeadows 6196 vic 19250124
rec-500-dup-2,,korbut,25,werriwa crescent,the old parsonage,calista,4205,wa,,7572011, korbut werriwa crescent the old parsonage calista 4205 wa 
rec-1517-dup-2,emam,bartrl,3,garrad court,st helens pastoral co,niagara park,2449,vic,19070910,1042252,emam bartrl garrad court st helens pastoral co niagara park 2449 vic 19070910
rec-217-dup-2,mackenzie,paterson,109,groveland crescent,the wullows,mosman,6350,nsw,19960203,6068385,mackenzie paterson groveland crescent the wullows mosman 6350 nsw 19960203
rec-332-dup-3,mitchell,petersen,13,bissenberger crescent,railway stn,melville,2250,,19020326,3851424,mitchell petersen bissenberger crescent railway stn melville 2250  19020326
rec-1095-dup-0,alexandra,coffey,85,endeavour street,doodcinn,brisbane,4806,vic,19200331,6863212,alexandra coffey endeavour street doodcinn brisbane 4806 vic 19200331
rec-1627-org,aiden,blake,5,mccormack street,home vlge,northampton,2518,qld,19881122,4201500,aiden blake mccormack street home vlge northampton 2518 qld 19881122
rec-100-dup-2,domenique,paterson,15,lubuma place,merewether public school,greensborough,3138,qld,19161027,4975843,domenique paterson lubuma place merewether public school greensborough 3138 qld 19161027
rec-1304-org,luke,vincent,6,du faur street,ehwk,rose bay,4122,vic,19731223,5930785,luke vincent du faur street ehwk rose bay 4122 vic 19731223
rec-654-org,meggie,moulton,12,morton street,drayton villas,,2262,vic,19240421,2503352,meggie moulton morton street drayton villas  2262 vic 19240421
rec-1368-dup-0,harrison,domna,20,harry hopman circuit,moline village,toowong,2088,sa,19570519,1542335,harrison domna harry hopman circuit moline village toowong 2088 sa 19570519
rec-431-org,,hawes,9,captain cook crescent,unt 1,springwood,4659,vic,19470709,4489039, hawes captain cook crescent unt 1 springwood 4659 vic 19470709
rec-152-dup-1,amber,blackweol,25,thomson street,,salisbury,3188,nsw,19860325,5701369,amber blackweol thomson street  salisbury 3188 nsw 19860325
rec-1169-org,james,ziersch,1,luckman place,cranford,osborne park,4825,wa,19870822,8683488,james ziersch luckman place cranford osborne park 4825 wa 19870822
rec-847-dup-1,abby,toselda,55,haines street,hilldale,mosmqan,2877,sa,19100830,4439847,abby toselda haines street hilldale mosmqan 2877 sa 19100830
rec-227-org,isabella,bhalla,453,english court,chobe,heywood,4560,wa,19190318,7747289,isabella bhalla english court chobe heywood 4560 wa 19190318
rec-61-org,lily,sideris,16,hallstrom circuit,jorobe,surry hills,6012,nsw,19150910,9848730,lily sideris hallstrom circuit jorobe surry hills 6012 nsw 19150910
rec-1258-org,thomas,finlay,2,vickery street,brindabella court,page,2160,qld,19520829,5555657,thomas finlay vickery street brindabella court page 2160 qld 19520829
rec-372-org,kailey,kooymans,35,la perouse street,masonic memorial village,redhill,2131,sa,19310813,4609850,kailey kooymans la perouse street masonic memorial village redhill 2131 sa 19310813
rec-1200-dup-4,willaim,lazaroff,12,leahy dlose,millwood,forbex,7256,qld,19780204,8072193,willaim lazaroff leahy dlose millwood forbex 7256 qld 19780204
rec-441-org,olivia,clarke,19,ingamells street,camphill,mount hutton,6066,qld,19560709,4253963,olivia clarke ingamells street camphill mount hutton 6066 qld 19560709
rec-821-dup-0,madeleine,pengryffyn,32,tuross close,colooli v illage,,5107,nsw,19290406,8312947,madeleine pengryffyn tuross close colooli v illage  5107 nsw 19290406
rec-711-dup-3,,clyarje,97,merfieldplace,the mea dows,bul lcreek,2803,act,19210503,2257500, clyarje merfieldplace the mea dows bul lcreek 2803 act 19210503
rec-1244-dup-1,benjamin,campbell,11,lott place,brandywine stud,kingston,3125,nsw,19310729,2258776,benjamin campbell lott place brandywine stud kingston 3125 nsw 19310729
rec-1345-org,chelsea,meadows,86,,st francis village,surfers paradise,7325,vic,19651103,7080277,chelsea meadows  st francis village surfers paradise 7325 vic 19651103
rec-1680-dup-0,anuta,catherwood,5,nish pace,talomnane,emerald,3073,nsw,19420708,7373271,anuta catherwood nish pace talomnane emerald 3073 nsw 19420708
rec-993-dup-3,jake,westbrook,15,booroondara street,ascotp ark,salisbruy east,2074,nsw,19501111,3733536,jake westbrook booroondara street ascotp ark salisbruy east 2074 nsw 19501111
rec-469-org,jack,ryan,190,munro street,jinderoo,laang,3044,sa,19111118,1314097,jack ryan munro street jinderoo laang 3044 sa 19111118
rec-1700-org,malakai,sedgwick,28,abrahams crescent,vermont ret estate,burwood,6102,vic,19870604,3815094,malakai sedgwick abrahams crescent vermont ret estate burwood 6102 vic 19870604
rec-172-org,bianca,verco,125,rowell place,,salisbury,2203,qld,19850520,9173391,bianca verco rowell place  salisbury 2203 qld 19850520
rec-1740-dup-0,mitchell,boyleg,10,crozier circuit,kinross street,spearwood,2640,sa,19860317,5795683,mitchell boyleg crozier circuit kinross street spearwood 2640 sa 19860317
rec-1469-dup-0,jack,broadby,10,davies place,glanworth station,colonel light gardens,2226,nsw,19190411,9327822,jack broadby davies place glanworth station colonel light gardens 2226 nsw 19190411
rec-82-org,ethan,van engelenhoven,94,alberga street,arnwood,padstow,2448,nsw,19130109,1081903,ethan van engelenhoven alberga street arnwood padstow 2448 nsw 19130109
rec-1302-dup-1,grace,chitti,16,neeld place,treasalee,wyomibg,3501,wa,19670723,9584513,grace chitti neeld place treasalee wyomibg 3501 wa 19670723
rec-1927-org,matilda,gani,30,searle place,skye lodge,westmeadows,4680,qld,19440807,6148920,matilda gani searle place skye lodge westmeadows 4680 qld 19440807
rec-1335-dup-3,nicholas,cavanaugh,9,rodway street,canbermra hse,cronulla,3130,wa,19581014,2181923,nicholas cavanaugh rodway street canbermra hse cronulla 3130 wa 19581014
rec-1175-dup-4,tabitha,mcgirr,8,longerenong street,berkeley vlge,barm era,4218,act,19221120,6798307,tabitha mcgirr longerenong street berkeley vlge barm era 4218 act 19221120
rec-105-dup-1,joel,ejlak,61,eppalock street,brentwo od vlge,taigum,2644,nsw,19351102,1021580,joel ejlak eppalock street brentwo od vlge taigum 2644 nsw 19351102
rec-1877-dup-1,jacl,ban,17,throsselo street,killarney,pymble,2570,qld,19530428,6593255,jacl ban throsselo street killarney pymble 2570 qld 19530428
rec-10-dup-1,mikhvyla,hannagan,20,windradyen street,brentwood vlge,penshurst,2257,vic,19770501,1030769,mikhvyla hannagan windradyen street brentwood vlge penshurst 2257 vic 19770501
rec-1772-dup-1,,clarke,18,guthridge crescent,lyra park,moama,3011,qld,19070418,3612563, clarke guthridge crescent lyra park moama 3011 qld 19070418
rec-615-dup-1,jayden,glgss,250,warrego circuit,sec220,frankston,6210,qld,19640219,6764035,jayden glgss warrego circuit sec220 frankston 6210 qld 19640219
rec-683-dup-1,kasy,loehr,24,trail view,taroona place,coomz,3212,vic,19400105,8298067,kasy loehr trail view taroona place coomz 3212 vic 19400105
rec-320-dup-0,amelia,hillaroy,23,mackellar crescent,burnside,wanguri,2034,qld,19970102,2137478,amelia hillaroy mackellar crescent burnside wanguri 2034 qld 19970102
rec-983-org,oliver,szeszycki,10,laycock place,,currajong,2228,sa,19720315,4739075,oliver szeszycki laycock place  currajong 2228 sa 19720315
rec-298-org,ella,matthews,81,conjola close,brentwood village,forest,6155,qld,19410106,1465625,ella matthews conjola close brentwood village forest 6155 qld 19410106
rec-149-org,mia,praetz,2,froggatt street,,sanctuary point,2019,sa,19870115,1667854,mia praetz froggatt street  sanctuary point 2019 sa 19870115
rec-601-org,aaron,hemmings,3,henry street,oakey isle wallis lke off,pooraka,3168,qld,19050907,6432157,aaron hemmings henry street oakey isle wallis lke off pooraka 3168 qld 19050907
rec-1976-dup-0,isabella,brdashaw,34,shenton crescent,heritahe est,barwon heads,2261,vic,19610622,6315479,isabella brdashaw shenton crescent heritahe est barwon heads 2261 vic 19610622
rec-489-dup-2,alderson,jasmine,6,casuarin a street,,wonthlela,3610,nsw,19680723,7864178,alderson jasmine casuarin a street  wonthlela 3610 nsw 19680723
rec-279-dup-3,alia,dobrzycki,3,brittlebank circuit,yarrambah,logsnlea,2790,vic,19960130,4588087,alia dobrzycki brittlebank circuit yarrambah logsnlea 2790 vic 19960130
rec-1259-dup-0,holly,berry,41,glendas,bates street,currimundi,4670,nxw,19860508,4314482,holly berry glendas bates street currimundi 4670 nxw 19860508
rec-543-dup-2,flynn,weller,23,woollumt street,allunga,surrey h lils,2840,qld,19700106,9438862,flynn weller woollumt street allunga surrey h lils 2840 qld 19700106
rec-1569-dup-0,finn,weller,65,leahy close,st francis cillage,croydon north,4019,qld,19240729,7243781,finn weller leahy close st francis cillage croydon north 4019 qld 19240729
rec-335-org,alisa,hand,14,paul coe crescent,colonial cvan park,riverhills,2192,nsw,19160320,4414842,alisa hand paul coe crescent colonial cvan park riverhills 2192 nsw 19160320
rec-966-org,shelby,hope,10,newman morris circuit,painui,broadbeach waters,2074,vic,19990707,2483884,shelby hope newman morris circuit painui broadbeach waters 2074 vic 19990707
rec-783-org,toby,pusser,68,tazewell circuit,eagle rock,st clair,2064,vic,19520615,5156078,toby pusser tazewell circuit eagle rock st clair 2064 vic 19520615
rec-320-dup-1,,hillary,4,mackellar xrescent,bur nside,ashfield,2034,qld,19970102,2137478, hillary mackellar xrescent bur nside ashfield 2034 qld 19970102
rec-1779-dup-1,cameron,cordingley,1,waite street,summer hill,colca,5238,nsw,19700430,5765191,cameron cordingley waite street summer hill colca 5238 nsw 19700430
rec-1756-dup-0,destnii,bowerman,12,halford crescent,sutton,nollamara,2431,qld,19880821,6089424,destnii bowerman halford crescent sutton nollamara 2431 qld 19880821
rec-578-org,eleni,colquhoun,22,temperley street,rowethorpe,firle,4680,vic,19910203,7175387,eleni colquhoun temperley street rowethorpe firle 4680 vic 19910203
rec-591-org,sarah,mchenry,528,bullock circuit,john flynn medical centre,batlow,4564,vic,19020515,2024964,sarah mchenry bullock circuit john flynn medical centre batlow 4564 vic 19020515
rec-487-org,alicia,tu,21,antis street,lansdowne,kirwan,4169,vic,19391124,9474097,alicia tu antis street lansdowne kirwan 4169 vic 19391124
rec-1986-dup-0,jonah,thorpe,644,monkman s treet,wonga square,canleyheights,5025,vic,19580420,6699959,jonah thorpe monkman s treet wonga square canleyheights 5025 vic 19580420
rec-1650-org,george,trivett,9,shackleton circuit,kokoda village,cooranbong,2594,sa,19301027,2514290,george trivett shackleton circuit kokoda village cooranbong 2594 sa 19301027
rec-1012-dup-0,chelsea,morrison,6,hansen circuit,public bluding,golden bay,2608,nsw,19621020,6038747,chelsea morrison hansen circuit public bluding golden bay 2608 nsw 19621020
rec-554-dup-4,dominic,,40,candlebark close,elmwood,orange,4178,act,19420409,4798978,dominic  candlebark close elmwood orange 4178 act 19420409
rec-1133-dup-0,erin,kyriacuo,32,holmes crescent,fernculiff,horsley,2138,vic,19900510,5417288,erin kyriacuo holmes crescent fernculiff horsley 2138 vic 19900510
rec-1209-org,holly,ziersch,5,kauper street,arndilly,port lincoln,3121,nsw,19200929,4486175,holly ziersch kauper street arndilly port lincoln 3121 nsw 19200929
rec-1797-dup-1,michael,lierach,29,hallstromcircuit,lazy acres,northampton,4405,nsw,19360816,8185284,michael lierach hallstromcircuit lazy acres northampton 4405 nsw 19360816
rec-428-dup-3,katdlin,voy,6,nottstreet,,graceville,4879,vic,19511208,3546400,katdlin voy nottstreet  graceville 4879 vic 19511208
rec-384-dup-1,sarsha,thorpe,2,macleaya rtreet,bega flats,torquay,3197,nsw,,9195865,sarsha thorpe macleaya rtreet bega flats torquay 3197 nsw 
rec-1222-dup-2,joshua,kirimovs,19,slessorc rescent,anglican guest village,christie downs,5041,vic,19320714,6007331,joshua kirimovs slessorc rescent anglican guest village christie downs 5041 vic 19320714
rec-1445-dup-2,lachlan,hersey,26,southern cros s drive,teazles,frankston,2065,sa,19620521,8117786,lachlan hersey southern cros s drive teazles frankston 2065 sa 19620521
rec-1895-dup-2,holly,shepherd,33,stillwel l place,elston,albion park rail,6210,vic,19800323,4620818,holly shepherd stillwel l place elston albion park rail 6210 vic 19800323
rec-496-org,roisin,lorraway,69,waratah street,burrawang,vale park,4740,wa,19910706,9367740,roisin lorraway waratah street burrawang vale park 4740 wa 19910706
rec-1517-org,elizabeth,bartel,3,garrad court,st helens pastoral co,broken hill,2449,vic,19831127,1042252,elizabeth bartel garrad court st helens pastoral co broken hill 2449 vic 19831127
rec-1012-dup-1,chelsea,morrison,6,hansencircuit,public building,golden bay,2680,nsw,19621020,6038747,chelsea morrison hansencircuit public building golden bay 2680 nsw 19621020
rec-1321-org,edward,lock,57,,northbourne,auburn,4030,nsw,19071214,1552547,edward lock  northbourne auburn 4030 nsw 19071214
rec-1493-dup-2,matthew,green,3,larpent sztreet,brentwodo vlge,diane lla,2101,vic,,8051408,matthew green larpent sztreet brentwodo vlge diane lla 2101 vic 
rec-310-dup-1,lauren,finlay,19,colefax lgace,killraney,chinchilla,4870,act,19020608,3951342,lauren finlay colefax lgace killraney chinchilla 4870 act 19020608
rec-1987-org,lucy,spargo,15,smalley circuit,locn 5940,woree,4511,nsw,19121112,7260253,lucy spargo smalley circuit locn 5940 woree 4511 nsw 19121112
rec-108-dup-2,madison,boxhayol,10,,kookaburra village,dapto,4793,sa,19100412,7262746,madison boxhayol  kookaburra village dapto 4793 sa 19100412
rec-618-dup-1,isabella,hendricks,86,colborne place,dog rock shopping centre,kingston,2000,nsw,19770129,9899655,isabella hendricks colborne place dog rock shopping centre kingston 2000 nsw 19770129
rec-1302-dup-2,grace,chitti,16,neeld place,,wyomung,3501,,19670273,9584513,grace chitti neeld place  wyomung 3501  19670273
rec-788-dup-2,charlotte,glass,3,sculptor street,green farm mates,hahndorf,2851,qld,19510713,3792276,charlotte glass sculptor street green farm mates hahndorf 2851 qld 19510713
rec-66-dup-1,morrison,max,,yanda street,arlington,moonta,2024,qld,19961120,6404764,morrison max yanda street arlington moonta 2024 qld 19961120
rec-1879-dup-1,aloysius,jolly,14,morehead street,gleneira,scarborough,4078,qld,,2866938,aloysius jolly morehead street gleneira scarborough 4078 qld 
rec-1316-dup-1,william,bracci,13,hann st reet,upper flat,kincumger,2154,nsw,19470617,7315857,william bracci hann st reet upper flat kincumger 2154 nsw 19470617
rec-1695-org,lydia,mccarthy,6,mckillop circuit,telemon orchards,corio,4670,nsw,19751220,1835068,lydia mccarthy mckillop circuit telemon orchards corio 4670 nsw 19751220
rec-1077-org,zack,berry,80,atherton street,cantlay farm,hamilton,7315,vic,19310124,1934687,zack berry atherton street cantlay farm hamilton 7315 vic 19310124
rec-1490-dup-1,jake,wilkins,1042,alfred hill drive,st john of god hospital,hope valley,2760,vic,19340404,2867046,jake wilkins alfred hill drive st john of god hospital hope valley 2760 vic 19340404
rec-767-dup-2,marcus,wardle,50,gilmore crescent,brightling park,edithvsle,3104,sa,,6017101,marcus wardle gilmore crescent brightling park edithvsle 3104 sa 
rec-1083-dup-1,jaisen,glosetr,3,hopkins street,,gorokan,2576,qld,,7038120,jaisen glosetr hopkins street  gorokan 2576 qld 
rec-1600-dup-1,talhia,vacchiani,67,,tahmolr,blackbutt,2304,qld,19041007,5476244,talhia vacchiani  tahmolr blackbutt 2304 qld 19041007
rec-433-dup-1,demie,hirota,2,sutt or street,namarva station,dulwich hill,4551,qld,19370501,2070669,demie hirota sutt or street namarva station dulwich hill 4551 qld 19370501
rec-791-dup-0,thomas,whigte,46,forlonge street,,speaewood,2471,sa,19101219,8203692,thomas whigte forlonge street  speaewood 2471 sa 19101219
rec-1419-dup-2,chloe,webb,309,hannan qrescent,golden ponds,cron ulla,2257,vic,19180407,4261331,chloe webb hannan qrescent golden ponds cron ulla 2257 vic 19180407
rec-1985-dup-1,holly,shepherd,44,castlereahg crescent,dalkeith cottage,eaton,6060,vic,19980816,1917978,holly shepherd castlereahg crescent dalkeith cottage eaton 6060 vic 19980816
rec-679-org,wil,hefford,1,solly place,margaret river carvn park,port pirie,5000,nsw,19520917,1267536,wil hefford solly place margaret river carvn park port pirie 5000 nsw 19520917
rec-1353-dup-1,jessica,mac kinder,15,wrigh tplace,,lavender bay,4727,vic,19561122,1762102,jessica mac kinder wrigh tplace  lavender bay 4727 vic 19561122
rec-1383-org,olivia,dixon,80,twamley crescent,kingston tower,bundaberg north,2170,tas,19381114,7563867,olivia dixon twamley crescent kingston tower bundaberg north 2170 tas 19381114
rec-352-dup-3,bianca,shepherd,22,newdegate street,burbong cottage,fairy hill,2069,qld,,3375779,bianca shepherd newdegate street burbong cottage fairy hill 2069 qld 
rec-801-dup-1,briony,dunstone,42,badham stfeet,attunga orchard,macquarie fields,3190,,19340729,7461019,briony dunstone badham stfeet attunga orchard macquarie fields 3190  19340729
rec-1420-dup-4,ned,geore,98,colborne place,rosedale,maryborough,2221,wa,19290715,5389901,ned geore colborne place rosedale maryborough 2221 wa 19290715
rec-1006-dup-0,sam,bentham,1,narranystreet,lake chat sworth,westl ake,2036,vic,,8928819,sam bentham narranystreet lake chat sworth westl ake 2036 vic 
rec-1765-org,xavier,campbell,1,douglas place,bindaree,peppermint grove,2164,sa,19160805,7162936,xavier campbell douglas place bindaree peppermint grove 2164 sa 19160805
rec-71-org,lauren,paine,27,mcvey place,yambira,helidon,2463,qld,19440502,4517134,lauren paine mcvey place yambira helidon 2463 qld 19440502
rec-1770-dup-2,bea,chandler,10,fox place,,burwood,4810,tas,19180422,4212098,bea chandler fox place  burwood 4810 tas 19180422
rec-1529-dup-0,izaac,longhurts,203,,calleen farm,woy woy,7250,wa,19710719,8003288,izaac longhurts  calleen farm woy woy 7250 wa 19710719
rec-535-org,bianca,belling,14,canberra avenue,craiglyn,reynella,4868,nsw,19580731,8031578,bianca belling canberra avenue craiglyn reynella 4868 nsw 19580731
rec-38-org,jack,browne,34,caley crescent,nioka,campsie,4030,qld,19590916,5959455,jack browne caley crescent nioka campsie 4030 qld 19590916
rec-1511-dup-1,ayla,benjamin,3,bradfield s treet,concept,tatura,2030,wa,,4452328,ayla benjamin bradfield s treet concept tatura 2030 wa 
rec-1929-dup-0,cheree,purtll,1,spring range road,guest village (cnr bullcreek d drive,cooma,4216,wa,19300407,5062347,cheree purtll spring range road guest village (cnr bullcreek d drive cooma 4216 wa 19300407
rec-143-org,will,seng,36,jim pike avenue,warilei,yengarie,5540,qld,19510103,1604410,will seng jim pike avenue warilei yengarie 5540 qld 19510103
rec-1114-dup-2,dante,campbell,153,scantlebuyr crescent,,dulacca,3011,sa,19570319,7815398,dante campbell scantlebuyr crescent  dulacca 3011 sa 19570319
rec-1197-org,isaiah,siviour,7,melba street,killone park,swan hill,4129,sa,19020905,8900765,isaiah siviour melba street killone park swan hill 4129 sa 19020905
rec-595-org,harley,lowe,3,fox place,cooee palms,gerogery,4702,nt,19291003,1515266,harley lowe fox place cooee palms gerogery 4702 nt 19291003
rec-1515-dup-1,ryan,indiana,103,brimage place,dudley specialist medical centre,kangarol flat,3191,nsw,19770224,8553719,ryan indiana brimage place dudley specialist medical centre kangarol flat 3191 nsw 19770224
rec-491-dup-1,eliza,rundle,19,warabin crescent,east road,mermaird waters,2644,nsw,19480101,9904533,eliza rundle warabin crescent east road mermaird waters 2644 nsw 19480101
rec-677-org,micah,humphreys,59,windradyne street,enter boolwey s street,jacana,3137,nsw,19381107,5990502,micah humphreys windradyne street enter boolwey s street jacana 3137 nsw 19381107
rec-1248-dup-1,benjaymin,lowe,96,macleay street,morocrco,,2530,vic,19261108,5606231,benjaymin lowe macleay street morocrco  2530 vic 19261108
rec-1371-dup-0,bayden,lamborn,85,capella crescent,wilga,leongatha,5098,vic,19701214,6030277,bayden lamborn capella crescent wilga leongatha 5098 vic 19701214
rec-1491-org,,stanfield,9,nimbin street,glenlee,arundel,3034,nsw,19970826,4080455, stanfield nimbin street glenlee arundel 3034 nsw 19970826
rec-1252-dup-1,grace,george,1,hopegood place,willowvlodge,mill park,3175,nsw,19200909,1604575,grace george hopegood place willowvlodge mill park 3175 nsw 19200909
rec-329-dup-0,lily,hoang,16,harpur s treet,robgil farm,camden,2444,wa,19621226,6810521,lily hoang harpur s treet robgil farm camden 2444 wa 19621226
rec-996-org,madeline,ebdell,17,amagula avenue,rockwood,nungurner,5253,sa,19690807,7508632,madeline ebdell amagula avenue rockwood nungurner 5253 sa 19690807
rec-1666-org,,mason,33,chambers street,birubi bch caravan park,burwood,2785,vic,19600721,6460063, mason chambers street birubi bch caravan park burwood 2785 vic 19600721
rec-991-dup-0,campbell,golder,12,affleck place,mlc centre,st albans,1349,qld,19960904,6563705,campbell golder affleck place mlc centre st albans 1349 qld 19960904
rec-308-org,andrew,kellow,57,arndell street,kimnic park,tarnagulla,2021,nsw,19271202,6380128,andrew kellow arndell street kimnic park tarnagulla 2021 nsw 19271202
rec-1286-dup-0,alessandra,webb,10,gilirukcrescent,cherry court,balwyn north,3622,nsw,19860415,1396032,alessandra webb gilirukcrescent cherry court balwyn north 3622 nsw 19860415
rec-1732-org,luke,berryman,14,archibald street,kookaburra village,undercliffe,2153,nsw,19380405,4687097,luke berryman archibald street kookaburra village undercliffe 2153 nsw 19380405
rec-175-dup-1,bailee,crluch,22,tompsitt court,rosetta illage,wamberal,4405,wa,19881005,8635129,bailee crluch tompsitt court rosetta illage wamberal 4405 wa 19881005
rec-312-dup-3,blake,moody,,studley street,rose v ale,riverwood,4869,qld,,4137787,blake moody studley street rose v ale riverwood 4869 qld 
rec-57-org,xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,19750202,6641961,xepheren everett packer street yonda pines bulimba 4370 sa 19750202
rec-1635-dup-1,reid,bree,3,gooromon poeds road,eldw ick,rocky point,6155,nsw,19230129,8794990,reid bree gooromon poeds road eldw ick rocky point 6155 nsw 19230129
rec-322-org,,galbraith,15,bambridge street,berkeley vlge,clayton,3043,wa,19130819,3918235, galbraith bambridge street berkeley vlge clayton 3043 wa 19130819
rec-629-org,tara,white,320,winter street,yengola,wanneroo,3153,nsw,19460615,3244945,tara white winter street yengola wanneroo 3153 nsw 19460615
rec-1848-dup-0,ella,crouch,3,wybalena grove,tieve taea,urangan,3072,wa,19271130,3031169,ella crouch wybalena grove tieve taea urangan 3072 wa 19271130
rec-575-dup-0,tahni,murton,11,macfarland crescent,,ryde,3220,,19500909,4111794,tahni murton macfarland crescent  ryde 3220  19500909
